epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.9471,3.05976,3.84558,1.71898,0.137,0.08487,0.05186,0.01784,3.36217,4.25951,2.02263,0.00332026,0.00332026,0.0701176
2,77.3875,2.80555,2.93333,1.57964,0.31435,0.15209,0.10977,0.03514,3.05356,4.1433,1.79499,0.00652185,0.00652185,0.0399859
3,112.956,2.65256,2.59408,1.52812,0.30723,0.21896,0.16384,0.05569,2.82435,4.82325,1.6522,0.00959145,0.00959145,0.00972216
4,148.094,2.58983,2.38284,1.48649,0.39774,0.32154,0.25813,0.09159,2.65009,2.62233,1.51984,0.009406,0.009406,0.009406
5,183.884,2.53703,2.24803,1.44319,0.48782,0.34405,0.31164,0.11442,2.55333,2.48993,1.47186,0.009208,0.009208,0.009208
6,222.04,2.47957,2.14996,1.42566,0.48616,0.37162,0.32138,0.11283,2.57871,2.4791,1.47646,0.00901,0.00901,0.00901
7,263.245,2.42118,2.06115,1.41782,0.54456,0.4012,0.36881,0.13326,2.55552,2.3183,1.48703,0.008812,0.008812,0.008812
8,300.36,2.41399,2.03621,1.3938,0.54861,0.4392,0.38671,0.15057,2.41248,2.21958,1.42379,0.008614,0.008614,0.008614
9,336.349,2.37179,1.9726,1.38989,0.53501,0.42364,0.38699,0.146,2.42039,2.27687,1.42989,0.008416,0.008416,0.008416
10,372.568,2.35662,1.94859,1.3813,0.54533,0.45555,0.37974,0.1413,2.40534,2.28352,1.42839,0.008218,0.008218,0.008218
11,408.751,2.32933,1.895,1.36491,0.62045,0.45569,0.42194,0.15714,2.40894,2.19884,1.41354,0.00802,0.00802,0.00802
12,448.582,2.31216,1.8755,1.34712,0.60854,0.48703,0.44141,0.16794,2.40501,2.12038,1.419,0.007822,0.007822,0.007822
13,489.523,2.28348,1.84189,1.3317,0.59988,0.45665,0.4181,0.15677,2.42198,2.16149,1.41939,0.007624,0.007624,0.007624
14,526.743,2.27165,1.80787,1.35187,0.65412,0.48383,0.45945,0.18007,2.32326,2.08694,1.37621,0.007426,0.007426,0.007426
