epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.31211,4.34713,7.01741,1.79346,0,0,0,0,3.17139,5.83748,1.30269,0,0,0.1
2,3.06765,3.53859,7.34181,1.73147,0,0,0,0,3.19132,5.79282,1.30535,9.802e-05,9.802e-05,0.099098
3,3.64056,3.34002,7.19455,1.31872,0,0,0,0,3.24893,5.74948,1.3139,0.00019208,0.00019208,0.0981921
4,4.0585,3.20313,7.95526,1.47804,0,0,0,0,3.24884,5.75626,1.31529,0.00028218,0.00028218,0.0972822
5,4.40029,4.33805,7.54817,1.85282,0,0,0,0,3.24034,5.72421,1.31783,0.00036832,0.00036832,0.0963683
6,4.85145,3.64906,8.47647,1.48406,0,0,0,0,3.48954,5.76872,1.34737,0.0004505,0.0004505,0.0954505
7,5.67634,2.20093,7.64777,1.15124,0,0,0,0,2.83712,6.26267,1.32823,0.00052872,0.00052872,0.0945287
8,6.49505,3.30113,5.18167,1.40771,0,0,0,0,2.48946,5.64177,1.16975,0.00060298,0.00060298,0.093603
9,7.06792,3.08387,5.10349,1.2479,0,0,0,0,2.57229,5.39192,1.13303,0.00067328,0.00067328,0.0926733
10,7.62024,2.5334,4.7454,1.05687,0,0,0,0,2.382,5.08187,1.09556,0.00073962,0.00073962,0.0917396
11,8.16417,2.67538,4.47543,1.17437,0,0,0,0,2.31232,4.90679,1.10064,0.000802,0.000802,0.090802
12,8.68314,3.29616,4.49689,1.16123,0,0,0,0,2.0156,4.90341,1.02489,0.00086042,0.00086042,0.0898604
13,9.30799,2.27395,3.80089,1.0738,0,0,0,0,2.64512,5.04216,1.18775,0.00091488,0.00091488,0.0889149
14,9.93958,2.37069,3.24754,1.03271,0,0,0,0,3.24149,5.19453,1.38747,0.00096538,0.00096538,0.0879654
15,10.6796,2.48811,3.92117,0.89918,0,0,0,0,3.1104,5.18709,1.46314,0.00101192,0.00101192,0.0870119
16,11.4355,2.76003,3.16219,1.05383,0,0,0,0,2.66033,5.23089,1.35847,0.0010545,0.0010545,0.0860545
17,11.9692,2.29174,3.46982,1.02011,0,0,0,0,2.55166,5.43164,1.31272,0.00109312,0.00109312,0.0850931
18,12.4501,2.30284,3.2464,1.14906,0,0,0,0,2.55166,5.43164,1.31272,0.00112778,0.00112778,0.0841278
19,12.9663,2.30035,2.98359,1.05576,0,0,0,0,2.64408,5.40459,1.31046,0.00115848,0.00115848,0.0831585
20,13.431,3.18921,2.9826,1.10319,0,0,0,0,2.64408,5.40459,1.31046,0.00118522,0.00118522,0.0821852
21,13.9993,2.26372,2.68426,1.12024,0,0,0,0,2.09943,5.40697,1.13612,0.001208,0.001208,0.081208
22,14.4134,2.15761,2.48681,1.16289,0,0,0,0,2.09943,5.40697,1.13612,0.00122682,0.00122682,0.0802268
23,14.8733,2.42296,3.37146,0.9324,0,0,0,0,2.08789,5.14201,1.10593,0.00124168,0.00124168,0.0792417
24,15.3064,2.97101,3.02342,1.06063,0,0,0,0,2.08789,5.14201,1.10593,0.00125258,0.00125258,0.0782526
25,15.7356,2.90721,2.48475,1.08072,0,0,0,0,2.24983,5.09229,1.15588,0.00125952,0.00125952,0.0772595
26,16.336,2.90306,2.80555,1.01331,0,0,0,0,2.24983,5.09229,1.15588,0.0012625,0.0012625,0.0762625
27,16.726,3.2936,3.55888,1.03143,0,0,0,0,2.4594,5.17661,1.1679,0.00126152,0.00126152,0.0752615
28,17.2364,2.7418,2.56476,0.99979,0,0,0,0,2.4594,5.17661,1.1679,0.00125658,0.00125658,0.0742566
29,17.7238,2.12427,2.15206,0.92504,0,0,0,0,2.5023,5.26577,1.15365,0.00124768,0.00124768,0.0732477
30,18.1333,2.42647,2.23504,1.13456,0,0,0,0,2.5023,5.26577,1.15365,0.00123482,0.00123482,0.0722348
31,18.5703,1.88776,2.26337,0.89752,0,0,0,0,2.58188,5.293,1.14411,0.001218,0.001218,0.071218
32,18.9894,2.35231,2.69943,1.17884,0,0,0,0,2.58188,5.293,1.14411,0.00119722,0.00119722,0.0701972
33,19.536,2.37216,2.1687,0.93055,0,0,0,0,2.23931,5.17785,1.03163,0.00117248,0.00117248,0.0691725
34,19.9433,2.15967,1.92819,1.08275,0,0,0,0,2.23931,5.17785,1.03163,0.00114378,0.00114378,0.0681438
35,20.4033,2.73099,2.65647,0.97288,0,0,0,0,1.95429,4.95736,0.96338,0.00111112,0.00111112,0.0671111
36,20.77,2.59834,2.45427,1.02715,0,0,0,0,1.95429,4.95736,0.96338,0.0010745,0.0010745,0.0660745
37,21.2133,2.05053,1.60046,1.08614,0,0,0,0,2.03434,4.80865,0.97886,0.00103392,0.00103392,0.0650339
38,21.6313,3.51216,2.64122,1.07865,0,0,0,0,2.03434,4.80865,0.97886,0.00098938,0.00098938,0.0639894
39,22.1932,3.1586,2.98352,0.95981,0,0,0,0,1.96258,4.67911,0.967,0.00094088,0.00094088,0.0629409
40,22.7459,2.06396,1.70578,0.95007,0,0,0,0,1.96258,4.67911,0.967,0.00088842,0.00088842,0.0618884
41,26.7406,2.22722,1.66352,1.08271,0,0,0,0,1.99976,4.6247,0.99421,0.000832,0.000832,0.060832
42,27.3235,2.16764,1.4634,1.0368,0,0,0,0,1.99976,4.6247,0.99421,0.00077162,0.00077162,0.0597716
43,27.9503,2.47248,2.21351,1.10208,0,0,0,0,1.88275,4.50616,0.9721,0.00070728,0.00070728,0.0587073
44,28.3803,1.69005,1.40468,0.87713,0,0,0,0,1.88275,4.50616,0.9721,0.00063898,0.00063898,0.057639
45,28.9364,2.35394,2.23594,0.98457,0,0,0,0,1.87692,4.36259,0.96023,0.00056672,0.00056672,0.0565667
46,29.5835,1.73887,1.45369,0.9997,0,0,0,0,1.87692,4.36259,0.96023,0.0004905,0.0004905,0.0554905
47,30.1134,2.1959,1.85269,1.02895,0,0,0,0,1.91344,4.21607,0.96697,0.00041032,0.00041032,0.0544103
48,30.4922,2.30305,1.70416,1.047,0,0,0,0,1.91344,4.21607,0.96697,0.00032618,0.00032618,0.0533262
49,30.9222,1.68549,1.54465,0.94948,0,0,0,0,1.9008,4.14424,0.96074,0.00023808,0.00023808,0.0522381
50,31.3733,1.84419,1.33022,0.98916,0,0,0,0,1.9008,4.14424,0.96074,0.00014602,0.00014602,0.051146
