epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.67171,4.34713,7.01741,1.79346,0,0,0,0,3.17139,5.83748,1.30269,0,0,0.1
2,3.78166,3.53859,7.34181,1.73147,0,0,0,0,3.19132,5.79282,1.30535,9.802e-05,9.802e-05,0.099098
3,4.21173,3.34002,7.19455,1.31872,0,0,0,0,3.24893,5.74948,1.3139,0.00019208,0.00019208,0.0981921
4,4.66484,3.20313,7.95526,1.47804,0,0,0,0,3.24884,5.75626,1.31529,0.00028218,0.00028218,0.0972822
5,5.09551,4.33805,7.54817,1.85282,0,0,0,0,3.24034,5.72421,1.31783,0.00036832,0.00036832,0.0963683
6,5.59527,3.64906,8.47647,1.48406,0,0,0,0,3.48954,5.76872,1.34737,0.0004505,0.0004505,0.0954505
7,6.24189,2.20093,7.64777,1.15124,0,0,0,0,2.83712,6.26267,1.32823,0.00052872,0.00052872,0.0945287
8,6.89266,3.30113,5.18167,1.40771,0,0,0,0,2.48946,5.64177,1.16975,0.00060298,0.00060298,0.093603
9,7.59651,3.08387,5.10349,1.2479,0,0,0,0,2.57229,5.39192,1.13303,0.00067328,0.00067328,0.0926733
10,8.20393,2.5334,4.7454,1.05687,0,0,0,0,2.382,5.08187,1.09556,0.00073962,0.00073962,0.0917396
11,8.90192,2.67538,4.47543,1.17437,0,0,0,0,2.31232,4.90679,1.10064,0.000802,0.000802,0.090802
12,9.51478,3.29616,4.49689,1.16123,0,0,0,0,2.0156,4.90341,1.02489,0.00086042,0.00086042,0.0898604
13,10.2228,2.27395,3.80089,1.0738,0,0,0,0,2.64512,5.04216,1.18775,0.00091488,0.00091488,0.0889149
14,12.1744,2.37069,3.24754,1.03271,0,0,0,0,3.24149,5.19453,1.38747,0.00096538,0.00096538,0.0879654
15,12.7915,2.48811,3.92117,0.89918,0,0,0,0,3.1104,5.18709,1.46314,0.00101192,0.00101192,0.0870119
16,13.3317,2.76003,3.16219,1.05383,0,0,0,0,2.66033,5.23089,1.35847,0.0010545,0.0010545,0.0860545
17,13.9436,2.29174,3.46982,1.02011,0,0,0,0,2.55166,5.43164,1.31272,0.00109312,0.00109312,0.0850931
18,14.5281,2.30284,3.2464,1.14906,0,0,0,0,2.55166,5.43164,1.31272,0.00112778,0.00112778,0.0841278
19,15.2284,2.30035,2.98359,1.05576,0,0,0,0,2.64408,5.40459,1.31046,0.00115848,0.00115848,0.0831585
20,15.7076,3.18921,2.9826,1.10319,0,0,0,0,2.64408,5.40459,1.31046,0.00118522,0.00118522,0.0821852
21,16.1226,2.26372,2.68426,1.12024,0,0,0,0,2.09943,5.40697,1.13612,0.001208,0.001208,0.081208
22,16.5558,2.15761,2.48681,1.16289,0,0,0,0,2.09943,5.40697,1.13612,0.00122682,0.00122682,0.0802268
23,17.0407,2.42296,3.37146,0.9324,0,0,0,0,2.08789,5.14201,1.10593,0.00124168,0.00124168,0.0792417
24,17.5642,2.97101,3.02342,1.06063,0,0,0,0,2.08789,5.14201,1.10593,0.00125258,0.00125258,0.0782526
25,18.2484,2.90721,2.48475,1.08072,0,0,0,0,2.24983,5.09229,1.15588,0.00125952,0.00125952,0.0772595
26,18.7446,2.90306,2.80555,1.01331,0,0,0,0,2.24983,5.09229,1.15588,0.0012625,0.0012625,0.0762625
27,19.3204,3.2936,3.55888,1.03143,0,0,0,0,2.4594,5.17661,1.1679,0.00126152,0.00126152,0.0752615
28,19.8042,2.7418,2.56476,0.99979,0,0,0,0,2.4594,5.17661,1.1679,0.00125658,0.00125658,0.0742566
29,20.456,2.12427,2.15206,0.92504,0,0,0,0,2.5023,5.26577,1.15365,0.00124768,0.00124768,0.0732477
30,20.9741,2.42647,2.23504,1.13456,0,0,0,0,2.5023,5.26577,1.15365,0.00123482,0.00123482,0.0722348
31,21.549,1.88776,2.26337,0.89752,0,0,0,0,2.58188,5.293,1.14411,0.001218,0.001218,0.071218
32,22.0763,2.35231,2.69943,1.17884,0,0,0,0,2.58188,5.293,1.14411,0.00119722,0.00119722,0.0701972
33,22.5443,2.37216,2.1687,0.93055,0,0,0,0,2.23931,5.17785,1.03163,0.00117248,0.00117248,0.0691725
34,23.0217,2.15967,1.92819,1.08275,0,0,0,0,2.23931,5.17785,1.03163,0.00114378,0.00114378,0.0681438
